la_district_code,la_district_name,domain,rank
E06000062,West Northamptonshire,Crime,96
E06000063,Cumberland,Crime,101
E06000064,Westmorland and Furness,Crime,137
E06000065,North Yorkshire,Crime,148
E06000066,Somerset,Crime,119
E08000001,Bolton,Crime,13
E08000002,Bury,Crime,54
E08000003,Manchester,Crime,1
E08000004,Oldham,Crime,7
E08000005,Rochdale,Crime,6
E08000006,Salford,Crime,8
E08000007,Stockport,Crime,79
E08000008,Tameside,Crime,10
E08000009,Trafford,Crime,95
E08000010,Wigan,Crime,47
E08000011,Knowsley,Crime,58
E08000012,Liverpool,Crime,21
E08000013,St. Helens,Crime,65
E08000014,Sefton,Crime,91
E08000015,Wirral,Crime,89
E08000016,Barnsley,Crime,25
E08000017,Doncaster,Crime,11
E08000018,Rotherham,Crime,52
E08000019,Sheffield,Crime,63
E08000021,Newcastle upon Tyne,Crime,41
E08000022,North Tyneside,Crime,72
E08000023,South Tyneside,Crime,24
E08000024,Sunderland,Crime,32
E08000025,Birmingham,Crime,15
E08000026,Coventry,Crime,59
E08000027,Dudley,Crime,82
E08000028,Sandwell,Crime,20
E08000029,Solihull,Crime,106
E08000030,Walsall,Crime,45
E08000031,Wolverhampton,Crime,22
E08000032,Bradford,Crime,9
E08000033,Calderdale,Crime,33
E08000034,Kirklees,Crime,38
E08000035,Leeds,Crime,31
E08000036,Wakefield,Crime,18
E08000037,Gateshead,Crime,48
E09000001,City of London,Crime,152
E09000002,Barking and Dagenham,Crime,36
E09000003,Barnet,Crime,98
E09000004,Bexley,Crime,103
E09000005,Brent,Crime,64
E09000006,Bromley,Crime,115
E09000007,Camden,Crime,67
E09000008,Croydon,Crime,75
E09000009,Ealing,Crime,76
E09000010,Enfield,Crime,66
E09000011,Greenwich,Crime,35
E09000012,Hackney,Crime,12
E09000013,Hammersmith and Fulham,Crime,69
E09000014,Haringey,Crime,23
E09000015,Harrow,Crime,124
E09000016,Havering,Crime,107
E09000017,Hillingdon,Crime,80
E09000018,Hounslow,Crime,57
E09000019,Islington,Crime,26
E09000020,Kensington and Chelsea,Crime,56
E09000021,Kingston upon Thames,Crime,133
E09000022,Lambeth,Crime,43
E09000023,Lewisham,Crime,29
E09000024,Merton,Crime,109
E09000025,Newham,Crime,53
E09000026,Redbridge,Crime,86
E09000027,Richmond upon Thames,Crime,132
E09000028,Southwark,Crime,50
E09000029,Sutton,Crime,110
E09000030,Tower Hamlets,Crime,28
E09000031,Waltham Forest,Crime,68
E09000032,Wandsworth,Crime,97
E09000033,Westminster,Crime,55
E10000003,Cambridgeshire,Crime,129
E10000007,Derbyshire,Crime,102
E10000008,Devon,Crime,149
E10000011,East Sussex,Crime,113
E10000012,Essex,Crime,87
E10000013,Gloucestershire,Crime,118
E10000014,Hampshire,Crime,117
E10000015,Hertfordshire,Crime,122
E10000016,Kent,Crime,70
E10000017,Lancashire,Crime,85
E10000018,Leicestershire,Crime,114
E10000019,Lincolnshire,Crime,116
E10000020,Norfolk,Crime,125
E10000024,Nottinghamshire,Crime,104
E10000025,Oxfordshire,Crime,141
E10000028,Staffordshire,Crime,134
E10000029,Suffolk,Crime,128
E10000030,Surrey,Crime,123
E10000031,Warwickshire,Crime,112
E10000032,West Sussex,Crime,126
E10000034,Worcestershire,Crime,120
E06000001,Hartlepool,Barriers,132
E06000002,Middlesbrough,Barriers,80
E06000003,Redcar and Cleveland,Barriers,118
E06000004,Stockton-on-Tees,Barriers,137
E06000005,Darlington,Barriers,141
E06000006,Halton,Barriers,103
E06000007,Warrington,Barriers,136
E06000008,Blackburn with Darwen,Barriers,45
E06000009,Blackpool,Barriers,126
E06000010,"Kingston upon Hull, City of",Barriers,82
E06000011,East Riding of Yorkshire,Barriers,86
E06000012,North East Lincolnshire,Barriers,114
E06000013,North Lincolnshire,Barriers,70
E06000014,York,Barriers,130
E06000015,Derby,Barriers,122
E06000016,Leicester,Barriers,6
E06000017,Rutland,Barriers,39
E06000018,Nottingham,Barriers,79
E06000019,"Herefordshire, County of",Barriers,26
E06000020,Telford and Wrekin,Barriers,59
E06000021,Stoke-on-Trent,Barriers,115
E06000022,Bath and North East Somerset,Barriers,99
E06000023,"Bristol, City of",Barriers,131
E06000024,North Somerset,Barriers,89
E06000025,South Gloucestershire,Barriers,112
E06000026,Plymouth,Barriers,106
E06000027,Torbay,Barriers,63
E06000030,Swindon,Barriers,91
E06000031,Peterborough,Barriers,21
E06000032,Luton,Barriers,11
E06000033,Southend-on-Sea,Barriers,119
E06000034,Thurrock,Barriers,31
E06000035,Medway,Barriers,27
E06000036,Bracknell Forest,Barriers,43
E06000037,West Berkshire,Barriers,62
E06000038,Reading,Barriers,47
E06000039,Slough,Barriers,5
E06000040,Windsor and Maidenhead,Barriers,84
E06000041,Wokingham,Barriers,88
E06000042,Milton Keynes,Barriers,12
E06000043,Brighton and Hove,Barriers,81
E06000044,Portsmouth,Barriers,72
E06000045,Southampton,Barriers,125
E06000046,Isle of Wight,Barriers,29
E06000047,County Durham,Barriers,87
E06000049,Cheshire East,Barriers,117
E06000050,Cheshire West and Chester,Barriers,102
E06000051,Shropshire,Barriers,34
E06000052,Cornwall,Barriers,16
E06000053,Isles of Scilly,Barriers,10
E06000054,Wiltshire,Barriers,61
E06000055,Bedford,Barriers,46
E06000056,Central Bedfordshire,Barriers,51
E06000057,Northumberland,Barriers,93
E06000058,"Bournemouth, Christchurch and Poole",Barriers,96
E06000059,Dorset,Barriers,24
E06000060,Buckinghamshire,Barriers,28
E06000061,North Northamptonshire,Barriers,110
E06000062,West Northamptonshire,Barriers,58
E06000063,Cumberland,Barriers,60
E06000064,Westmorland and Furness,Barriers,52
E06000065,North Yorkshire,Barriers,55
E06000066,Somerset,Barriers,25
E08000001,Bolton,Barriers,85
E08000002,Bury,Barriers,121
E08000003,Manchester,Barriers,17
E08000004,Oldham,Barriers,53
E08000005,Rochdale,Barriers,69
E08000006,Salford,Barriers,73
E08000007,Stockport,Barriers,150
E08000008,Tameside,Barriers,78
E08000009,Trafford,Barriers,148
E08000010,Wigan,Barriers,124
E08000011,Knowsley,Barriers,109
E08000012,Liverpool,Barriers,145
E08000013,St. Helens,Barriers,144
E08000014,Sefton,Barriers,146
E08000015,Wirral,Barriers,151
E08000016,Barnsley,Barriers,120
E08000017,Doncaster,Barriers,74
E08000018,Rotherham,Barriers,107
E08000019,Sheffield,Barriers,128
E08000021,Newcastle upon Tyne,Barriers,113
E08000022,North Tyneside,Barriers,152
E08000023,South Tyneside,Barriers,147
E08000024,Sunderland,Barriers,139
E08000025,Birmingham,Barriers,71
E08000026,Coventry,Barriers,76
E08000027,Dudley,Barriers,138
E08000028,Sandwell,Barriers,68
E08000029,Solihull,Barriers,143
E08000030,Walsall,Barriers,127
E08000031,Wolverhampton,Barriers,65
E08000032,Bradford,Barriers,92
E08000033,Calderdale,Barriers,104
E08000034,Kirklees,Barriers,90
E08000035,Leeds,Barriers,135
E08000036,Wakefield,Barriers,111
E08000037,Gateshead,Barriers,142
E09000001,City of London,Barriers,140
E09000002,Barking and Dagenham,Barriers,7
E09000003,Barnet,Barriers,14
E09000004,Bexley,Barriers,123
E09000005,Brent,Barriers,1
E09000006,Bromley,Barriers,105
E09000007,Camden,Barriers,67
E09000008,Croydon,Barriers,48
E09000009,Ealing,Barriers,3
E09000010,Enfield,Barriers,13
E09000011,Greenwich,Barriers,22
E09000012,Hackney,Barriers,23
E09000013,Hammersmith and Fulham,Barriers,49
E09000014,Haringey,Barriers,8
E09000015,Harrow,Barriers,19
E09000016,Havering,Barriers,50
E09000017,Hillingdon,Barriers,15
E09000018,Hounslow,Barriers,4
E09000019,Islington,Barriers,44
E09000020,Kensington and Chelsea,Barriers,66
E09000021,Kingston upon Thames,Barriers,149
E09000022,Lambeth,Barriers,35
E09000023,Lewisham,Barriers,18
E09000024,Merton,Barriers,129
E09000025,Newham,Barriers,2
E09000026,Redbridge,Barriers,37
E09000027,Richmond upon Thames,Barriers,153
E09000028,Southwark,Barriers,20
E09000029,Sutton,Barriers,116
E09000030,Tower Hamlets,Barriers,9
E09000031,Waltham Forest,Barriers,36
E09000032,Wandsworth,Barriers,133
E09000033,Westminster,Barriers,38
E10000003,Cambridgeshire,Barriers,54
E10000007,Derbyshire,Barriers,108
E10000008,Devon,Barriers,30
E10000011,East Sussex,Barriers,40
E10000012,Essex,Barriers,56
E10000013,Gloucestershire,Barriers,83
E10000014,Hampshire,Barriers,75
E10000015,Hertfordshire,Barriers,101
E10000016,Kent,Barriers,33
E10000017,Lancashire,Barriers,98
E10000018,Leicestershire,Barriers,100
E10000019,Lincolnshire,Barriers,32
E10000020,Norfolk,Barriers,41
E10000024,Nottinghamshire,Barriers,134
E10000025,Oxfordshire,Barriers,64
E10000028,Staffordshire,Barriers,97
E10000029,Suffolk,Barriers,42
E10000030,Surrey,Barriers,94
E10000031,Warwickshire,Barriers,95
E10000032,West Sussex,Barriers,57
E10000034,Worcestershire,Barriers,77
E06000001,Hartlepool,Living ,134
E06000002,Middlesbrough,Living ,92
E06000003,Redcar and Cleveland,Living ,117
E06000004,Stockton-on-Tees,Living ,146
E06000005,Darlington,Living ,93
E06000006,Halton,Living ,118
E06000007,Warrington,Living ,107
E06000008,Blackburn with Darwen,Living ,32
E06000009,Blackpool,Living ,19
E06000010,"Kingston upon Hull, City of",Living ,70
E06000011,East Riding of Yorkshire,Living ,101
E06000012,North East Lincolnshire,Living ,83
E06000013,North Lincolnshire,Living ,130
E06000014,York,Living ,132
E06000015,Derby,Living ,75
E06000016,Leicester,Living ,33
E06000017,Rutland,Living ,81
E06000018,Nottingham,Living ,35
E06000019,"Herefordshire, County of",Living ,50
E06000020,Telford and Wrekin,Living ,150
E06000021,Stoke-on-Trent,Living ,73
E06000022,Bath and North East Somerset,Living ,88
E06000023,"Bristol, City of",Living ,45
E06000024,North Somerset,Living ,139
E06000025,South Gloucestershire,Living ,144
E06000026,Plymouth,Living ,106
E06000027,Torbay,Living ,77
E06000030,Swindon,Living ,147
E06000031,Peterborough,Living ,143
E06000032,Luton,Living ,72
E06000033,Southend-on-Sea,Living ,44
E06000034,Thurrock,Living ,113
E06000035,Medway,Living ,109
E06000036,Bracknell Forest,Living ,152
E06000037,West Berkshire,Living ,133
E06000038,Reading,Living ,97
E06000039,Slough,Living ,103
E06000040,Windsor and Maidenhead,Living ,98
E06000041,Wokingham,Living ,151
E06000042,Milton Keynes,Living ,153
E06000043,Brighton and Hove,Living ,59
E06000044,Portsmouth,Living ,29
E06000045,Southampton,Living ,68
E06000046,Isle of Wight,Living ,91
E06000047,County Durham,Living ,104
E06000049,Cheshire East,Living ,108
E06000050,Cheshire West and Chester,Living ,123
E06000051,Shropshire,Living ,69
E06000052,Cornwall,Living ,37
E06000053,Isles of Scilly,Living ,1
E06000054,Wiltshire,Living ,120
E06000055,Bedford,Living ,112
E06000056,Central Bedfordshire,Living ,148
E06000057,Northumberland,Living ,115
E06000058,"Bournemouth, Christchurch and Poole",Living ,121
E06000059,Dorset,Living ,114
E06000060,Buckinghamshire,Living ,142
E06000061,North Northamptonshire,Living ,138
E06000062,West Northamptonshire,Living ,128
E06000063,Cumberland,Living ,71
E06000064,Westmorland and Furness,Living ,27
E06000065,North Yorkshire,Living ,63
E06000066,Somerset,Living ,84
E08000001,Bolton,Living ,48
E08000002,Bury,Living ,43
E08000003,Manchester,Living ,40
E08000004,Oldham,Living ,23
E08000005,Rochdale,Living ,60
E08000006,Salford,Living ,46
E08000007,Stockport,Living ,62
E08000008,Tameside,Living ,52
E08000009,Trafford,Living ,58
E08000010,Wigan,Living ,85
E08000011,Knowsley,Living ,136
E08000012,Liverpool,Living ,36
E08000013,St. Helens,Living ,79
E08000014,Sefton,Living ,61
E08000015,Wirral,Living ,54
E08000016,Barnsley,Living ,125
E08000017,Doncaster,Living ,110
E08000018,Rotherham,Living ,126
E08000019,Sheffield,Living ,76
E08000021,Newcastle upon Tyne,Living ,65
E08000022,North Tyneside,Living ,95
E08000023,South Tyneside,Living ,87
E08000024,Sunderland,Living ,89
E08000025,Birmingham,Living ,26
E08000026,Coventry,Living ,56
E08000027,Dudley,Living ,96
E08000028,Sandwell,Living ,47
E08000029,Solihull,Living ,127
E08000030,Walsall,Living ,67
E08000031,Wolverhampton,Living ,74
E08000032,Bradford,Living ,25
E08000033,Calderdale,Living ,17
E08000034,Kirklees,Living ,39
E08000035,Leeds,Living ,49
E08000036,Wakefield,Living ,100
E08000037,Gateshead,Living ,80
E09000001,City of London,Living ,2
E09000002,Barking and Dagenham,Living ,42
E09000003,Barnet,Living ,30
E09000004,Bexley,Living ,64
E09000005,Brent,Living ,22
E09000006,Bromley,Living ,66
E09000007,Camden,Living ,5
E09000008,Croydon,Living ,38
E09000009,Ealing,Living ,21
E09000010,Enfield,Living ,24
E09000011,Greenwich,Living ,41
E09000012,Hackney,Living ,13
E09000013,Hammersmith and Fulham,Living ,6
E09000014,Haringey,Living ,9
E09000015,Harrow,Living ,51
E09000016,Havering,Living ,90
E09000017,Hillingdon,Living ,55
E09000018,Hounslow,Living ,16
E09000019,Islington,Living ,10
E09000020,Kensington and Chelsea,Living ,3
E09000021,Kingston upon Thames,Living ,31
E09000022,Lambeth,Living ,7
E09000023,Lewisham,Living ,14
E09000024,Merton,Living ,28
E09000025,Newham,Living ,15
E09000026,Redbridge,Living ,34
E09000027,Richmond upon Thames,Living ,11
E09000028,Southwark,Living ,12
E09000029,Sutton,Living ,57
E09000030,Tower Hamlets,Living ,20
E09000031,Waltham Forest,Living ,18
E09000032,Wandsworth,Living ,8
E09000033,Westminster,Living ,4
E10000003,Cambridgeshire,Living ,137
E10000007,Derbyshire,Living ,82
E10000008,Devon,Living ,78
E10000011,East Sussex,Living ,119
E10000012,Essex,Living ,131
E10000013,Gloucestershire,Living ,105
E10000014,Hampshire,Living ,149
E10000015,Hertfordshire,Living ,135
E10000016,Kent,Living ,122
E10000017,Lancashire,Living ,53
E10000018,Leicestershire,Living ,141
E10000019,Lincolnshire,Living ,102
E10000020,Norfolk,Living ,86
E10000024,Nottinghamshire,Living ,111
E10000025,Oxfordshire,Living ,145
E10000028,Staffordshire,Living ,129
E10000029,Suffolk,Living ,94
E10000030,Surrey,Living ,124
E10000031,Warwickshire,Living ,99
E10000032,West Sussex,Living ,140
E10000034,Worcestershire,Living ,116
E06000001,Hartlepool,IDACI,30
E06000002,Middlesbrough,IDACI,18
E06000003,Redcar and Cleveland,IDACI,49
E06000004,Stockton-on-Tees,IDACI,88
E06000005,Darlington,IDACI,77
E06000006,Halton,IDACI,61
E06000007,Warrington,IDACI,126
E06000008,Blackburn with Darwen,IDACI,23
E06000009,Blackpool,IDACI,14
E06000010,"Kingston upon Hull, City of",IDACI,19
E06000011,East Riding of Yorkshire,IDACI,124
E06000012,North East Lincolnshire,IDACI,43
E06000013,North Lincolnshire,IDACI,71
E06000014,York,IDACI,139
E06000015,Derby,IDACI,42
E06000016,Leicester,IDACI,13
E06000017,Rutland,IDACI,149
E06000018,Nottingham,IDACI,10
E06000019,"Herefordshire, County of",IDACI,94
E06000020,Telford and Wrekin,IDACI,39
E06000021,Stoke-on-Trent,IDACI,20
E06000022,Bath and North East Somerset,IDACI,141
E06000023,"Bristol, City of",IDACI,86
E06000024,North Somerset,IDACI,129
E06000025,South Gloucestershire,IDACI,131
E06000026,Plymouth,IDACI,74
E06000027,Torbay,IDACI,52
E06000030,Swindon,IDACI,111
E06000031,Peterborough,IDACI,33
E06000032,Luton,IDACI,8
E06000033,Southend-on-Sea,IDACI,80
E06000034,Thurrock,IDACI,79
E06000035,Medway,IDACI,75
E06000036,Bracknell Forest,IDACI,146
E06000037,West Berkshire,IDACI,144
E06000038,Reading,IDACI,91
E06000039,Slough,IDACI,50
E06000040,Windsor and Maidenhead,IDACI,150
E06000041,Wokingham,IDACI,152
E06000042,Milton Keynes,IDACI,101
E06000043,Brighton and Hove,IDACI,104
E06000044,Portsmouth,IDACI,60
E06000045,Southampton,IDACI,40
E06000046,Isle of Wight,IDACI,54
E06000047,County Durham,IDACI,58
E06000049,Cheshire East,IDACI,138
E06000050,Cheshire West and Chester,IDACI,120
E06000051,Shropshire,IDACI,113
E06000052,Cornwall,IDACI,70
E06000053,Isles of Scilly,IDACI,153
E06000054,Wiltshire,IDACI,133
E06000055,Bedford,IDACI,90
E06000056,Central Bedfordshire,IDACI,128
E06000057,Northumberland,IDACI,95
E06000058,"Bournemouth, Christchurch and Poole",IDACI,98
E06000059,Dorset,IDACI,110
E06000060,Buckinghamshire,IDACI,142
E06000061,North Northamptonshire,IDACI,92
E06000062,West Northamptonshire,IDACI,117
E06000063,Cumberland,IDACI,100
E06000064,Westmorland and Furness,IDACI,134
E06000065,North Yorkshire,IDACI,132
E06000066,Somerset,IDACI,109
E08000001,Bolton,IDACI,28
E08000002,Bury,IDACI,72
E08000003,Manchester,IDACI,6
E08000004,Oldham,IDACI,17
E08000005,Rochdale,IDACI,25
E08000006,Salford,IDACI,26
E08000007,Stockport,IDACI,127
E08000008,Tameside,IDACI,37
E08000009,Trafford,IDACI,145
E08000010,Wigan,IDACI,87
E08000011,Knowsley,IDACI,29
E08000012,Liverpool,IDACI,22
E08000013,St. Helens,IDACI,66
E08000014,Sefton,IDACI,82
E08000015,Wirral,IDACI,78
E08000016,Barnsley,IDACI,38
E08000017,Doncaster,IDACI,32
E08000018,Rotherham,IDACI,45
E08000019,Sheffield,IDACI,57
E08000021,Newcastle upon Tyne,IDACI,56
E08000022,North Tyneside,IDACI,107
E08000023,South Tyneside,IDACI,41
E08000024,Sunderland,IDACI,48
E08000025,Birmingham,IDACI,4
E08000026,Coventry,IDACI,31
E08000027,Dudley,IDACI,55
E08000028,Sandwell,IDACI,7
E08000029,Solihull,IDACI,115
E08000030,Walsall,IDACI,15
E08000031,Wolverhampton,IDACI,16
E08000032,Bradford,IDACI,21
E08000033,Calderdale,IDACI,69
E08000034,Kirklees,IDACI,62
E08000035,Leeds,IDACI,76
E08000036,Wakefield,IDACI,67
E08000037,Gateshead,IDACI,59
E09000001,City of London,IDACI,147
E09000002,Barking and Dagenham,IDACI,9
E09000003,Barnet,IDACI,73
E09000004,Bexley,IDACI,116
E09000005,Brent,IDACI,5
E09000006,Bromley,IDACI,143
E09000007,Camden,IDACI,64
E09000008,Croydon,IDACI,53
E09000009,Ealing,IDACI,24
E09000010,Enfield,IDACI,11
E09000011,Greenwich,IDACI,46
E09000012,Hackney,IDACI,3
E09000013,Hammersmith and Fulham,IDACI,83
E09000014,Haringey,IDACI,27
E09000015,Harrow,IDACI,51
E09000016,Havering,IDACI,93
E09000017,Hillingdon,IDACI,63
E09000018,Hounslow,IDACI,35
E09000019,Islington,IDACI,12
E09000020,Kensington and Chelsea,IDACI,136
E09000021,Kingston upon Thames,IDACI,135
E09000022,Lambeth,IDACI,36
E09000023,Lewisham,IDACI,47
E09000024,Merton,IDACI,114
E09000025,Newham,IDACI,2
E09000026,Redbridge,IDACI,65
E09000027,Richmond upon Thames,IDACI,151
E09000028,Southwark,IDACI,44
E09000029,Sutton,IDACI,123
E09000030,Tower Hamlets,IDACI,1
E09000031,Waltham Forest,IDACI,34
E09000032,Wandsworth,IDACI,96
E09000033,Westminster,IDACI,68
E10000003,Cambridgeshire,IDACI,130
E10000007,Derbyshire,IDACI,103
E10000008,Devon,IDACI,108
E10000011,East Sussex,IDACI,81
E10000012,Essex,IDACI,112
E10000013,Gloucestershire,IDACI,121
E10000014,Hampshire,IDACI,137
E10000015,Hertfordshire,IDACI,122
E10000016,Kent,IDACI,97
E10000017,Lancashire,IDACI,85
E10000018,Leicestershire,IDACI,125
E10000019,Lincolnshire,IDACI,84
E10000020,Norfolk,IDACI,89
E10000024,Nottinghamshire,IDACI,99
E10000025,Oxfordshire,IDACI,140
E10000028,Staffordshire,IDACI,106
E10000029,Suffolk,IDACI,102
E10000030,Surrey,IDACI,148
E10000031,Warwickshire,IDACI,119
E10000032,West Sussex,IDACI,118
E10000034,Worcestershire,IDACI,105
E06000001,Hartlepool,IDAOPI,33
E06000002,Middlesbrough,IDAOPI,41
E06000003,Redcar and Cleveland,IDAOPI,60
E06000004,Stockton-on-Tees,IDAOPI,85
E06000005,Darlington,IDAOPI,84
E06000006,Halton,IDAOPI,68
E06000007,Warrington,IDAOPI,126
E06000008,Blackburn with Darwen,IDAOPI,38
E06000009,Blackpool,IDAOPI,28
E06000010,"Kingston upon Hull, City of",IDAOPI,24
E06000011,East Riding of Yorkshire,IDAOPI,119
E06000012,North East Lincolnshire,IDAOPI,72
E06000013,North Lincolnshire,IDAOPI,88
E06000014,York,IDAOPI,143
E06000015,Derby,IDAOPI,75
E06000016,Leicester,IDAOPI,15
E06000017,Rutland,IDAOPI,151
E06000018,Nottingham,IDAOPI,23
E06000019,"Herefordshire, County of",IDAOPI,115
E06000020,Telford and Wrekin,IDAOPI,56
E06000021,Stoke-on-Trent,IDAOPI,44
E06000022,Bath and North East Somerset,IDAOPI,134
E06000023,"Bristol, City of",IDAOPI,64
E06000024,North Somerset,IDAOPI,131
E06000025,South Gloucestershire,IDAOPI,144
E06000026,Plymouth,IDAOPI,77
E06000027,Torbay,IDAOPI,61
E06000030,Swindon,IDAOPI,98
E06000031,Peterborough,IDAOPI,55
E06000032,Luton,IDAOPI,37
E06000033,Southend-on-Sea,IDAOPI,76
E06000034,Thurrock,IDAOPI,69
E06000035,Medway,IDAOPI,87
E06000036,Bracknell Forest,IDAOPI,125
E06000037,West Berkshire,IDAOPI,138
E06000038,Reading,IDAOPI,52
E06000039,Slough,IDAOPI,25
E06000040,Windsor and Maidenhead,IDAOPI,149
E06000041,Wokingham,IDAOPI,152
E06000042,Milton Keynes,IDAOPI,79
E06000043,Brighton and Hove,IDAOPI,49
E06000044,Portsmouth,IDAOPI,54
E06000045,Southampton,IDAOPI,40
E06000046,Isle of Wight,IDAOPI,94
E06000047,County Durham,IDAOPI,50
E06000049,Cheshire East,IDAOPI,148
E06000050,Cheshire West and Chester,IDAOPI,128
E06000051,Shropshire,IDAOPI,111
E06000052,Cornwall,IDAOPI,78
E06000053,Isles of Scilly,IDAOPI,153
E06000054,Wiltshire,IDAOPI,139
E06000055,Bedford,IDAOPI,112
E06000056,Central Bedfordshire,IDAOPI,133
E06000057,Northumberland,IDAOPI,105
E06000058,"Bournemouth, Christchurch and Poole",IDAOPI,96
E06000059,Dorset,IDAOPI,137
E06000060,Buckinghamshire,IDAOPI,147
E06000061,North Northamptonshire,IDAOPI,102
E06000062,West Northamptonshire,IDAOPI,124
E06000063,Cumberland,IDAOPI,108
E06000064,Westmorland and Furness,IDAOPI,145
E06000065,North Yorkshire,IDAOPI,136
E06000066,Somerset,IDAOPI,114
E08000001,Bolton,IDAOPI,59
E08000002,Bury,IDAOPI,89
E08000003,Manchester,IDAOPI,8
E08000004,Oldham,IDAOPI,65
E08000005,Rochdale,IDAOPI,45
E08000006,Salford,IDAOPI,34
E08000007,Stockport,IDAOPI,117
E08000008,Tameside,IDAOPI,53
E08000009,Trafford,IDAOPI,106
E08000010,Wigan,IDAOPI,90
E08000011,Knowsley,IDAOPI,20
E08000012,Liverpool,IDAOPI,19
E08000013,St. Helens,IDAOPI,74
E08000014,Sefton,IDAOPI,80
E08000015,Wirral,IDAOPI,83
E08000016,Barnsley,IDAOPI,51
E08000017,Doncaster,IDAOPI,66
E08000018,Rotherham,IDAOPI,62
E08000019,Sheffield,IDAOPI,70
E08000021,Newcastle upon Tyne,IDAOPI,42
E08000022,North Tyneside,IDAOPI,71
E08000023,South Tyneside,IDAOPI,31
E08000024,Sunderland,IDAOPI,35
E08000025,Birmingham,IDAOPI,27
E08000026,Coventry,IDAOPI,67
E08000027,Dudley,IDAOPI,81
E08000028,Sandwell,IDAOPI,18
E08000029,Solihull,IDAOPI,130
E08000030,Walsall,IDAOPI,43
E08000031,Wolverhampton,IDAOPI,32
E08000032,Bradford,IDAOPI,58
E08000033,Calderdale,IDAOPI,86
E08000034,Kirklees,IDAOPI,91
E08000035,Leeds,IDAOPI,82
E08000036,Wakefield,IDAOPI,73
E08000037,Gateshead,IDAOPI,39
E09000001,City of London,IDAOPI,150
E09000002,Barking and Dagenham,IDAOPI,7
E09000003,Barnet,IDAOPI,46
E09000004,Bexley,IDAOPI,104
E09000005,Brent,IDAOPI,13
E09000006,Bromley,IDAOPI,129
E09000007,Camden,IDAOPI,11
E09000008,Croydon,IDAOPI,63
E09000009,Ealing,IDAOPI,22
E09000010,Enfield,IDAOPI,29
E09000011,Greenwich,IDAOPI,16
E09000012,Hackney,IDAOPI,2
E09000013,Hammersmith and Fulham,IDAOPI,9
E09000014,Haringey,IDAOPI,10
E09000015,Harrow,IDAOPI,48
E09000016,Havering,IDAOPI,100
E09000017,Hillingdon,IDAOPI,47
E09000018,Hounslow,IDAOPI,21
E09000019,Islington,IDAOPI,4
E09000020,Kensington and Chelsea,IDAOPI,30
E09000021,Kingston upon Thames,IDAOPI,92
E09000022,Lambeth,IDAOPI,5
E09000023,Lewisham,IDAOPI,12
E09000024,Merton,IDAOPI,57
E09000025,Newham,IDAOPI,3
E09000026,Redbridge,IDAOPI,36
E09000027,Richmond upon Thames,IDAOPI,118
E09000028,Southwark,IDAOPI,6
E09000029,Sutton,IDAOPI,95
E09000030,Tower Hamlets,IDAOPI,1
E09000031,Waltham Forest,IDAOPI,17
E09000032,Wandsworth,IDAOPI,26
E09000033,Westminster,IDAOPI,14
E10000003,Cambridgeshire,IDAOPI,120
E10000007,Derbyshire,IDAOPI,103
E10000008,Devon,IDAOPI,116
E10000011,East Sussex,IDAOPI,109
E10000012,Essex,IDAOPI,107
E10000013,Gloucestershire,IDAOPI,135
E10000014,Hampshire,IDAOPI,141
E10000015,Hertfordshire,IDAOPI,113
E10000016,Kent,IDAOPI,99
E10000017,Lancashire,IDAOPI,97
E10000018,Leicestershire,IDAOPI,140
E10000019,Lincolnshire,IDAOPI,93
E10000020,Norfolk,IDAOPI,101
E10000024,Nottinghamshire,IDAOPI,110
E10000025,Oxfordshire,IDAOPI,142
E10000028,Staffordshire,IDAOPI,123
E10000029,Suffolk,IDAOPI,122
E10000030,Surrey,IDAOPI,146
E10000031,Warwickshire,IDAOPI,127
E10000032,West Sussex,IDAOPI,132
E10000034,Worcestershire,IDAOPI,121
